reverse_design_rank,match_rank,candidate_on_off_ratio,candidate_mode,candidate_state_count,required_crossbar_size,required_weight_bits,required_adc_bits,validation_adjusted_score,relative_hardware_cost_proxy,matched_device_id,matched_study_id,matched_family,matched_on_off_ratio,matched_mode,matched_state_count_available,matched_physical_state_count,matched_parameter_source,matched_precision_basis,match_distance,ratio_log10_distance,mode_mismatch,state_count_distance,state_requirement_status,match_class,matched_evidence_coverage_fraction,matched_scenario_status,matched_scenario_reasons
80,1,3.718072,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.378652208760297,0.12865220876029704,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
80,2,3.718072,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.492206599727863,0.24220659972786274,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
80,3,3.718072,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.5192877999117407,0.2692877999117406,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
81,1,2.128684,DISCRETE_MULTILEVEL,16,256,7,8,95.92094496744588,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
81,2,2.128684,DISCRETE_MULTILEVEL,16,256,7,8,95.92094496744588,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.277081200183878,0.027081200183877885,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
81,3,2.128684,DISCRETE_MULTILEVEL,16,256,7,8,95.92094496744588,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.3461377695674734,0.09613776956747339,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
82,1,2.02898,DISCRETE_MULTILEVEL,16,256,7,8,95.91426924522366,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.2562477704760937,0.00624777047609365,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
82,2,2.02898,DISCRETE_MULTILEVEL,16,256,7,8,95.91426924522366,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.270833429707784,0.020833429707784235,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
82,3,2.02898,DISCRETE_MULTILEVEL,16,256,7,8,95.91426924522366,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.325304339859689,0.07530433985968915,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
83,1,2.0,DISCRETE_MULTILEVEL,16,256,7,8,95.91426924522366,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
83,2,2.0,DISCRETE_MULTILEVEL,16,256,7,8,95.91426924522366,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.277081200183878,0.027081200183877885,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
83,3,2.0,DISCRETE_MULTILEVEL,16,256,7,8,95.91426924522366,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.3190565693835956,0.0690565693835955,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
84,1,1.705978,DISCRETE_MULTILEVEL,16,256,7,8,95.90852869760462,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.25,8.326672684688674e-17,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
84,2,1.705978,DISCRETE_MULTILEVEL,16,256,7,8,95.90852869760462,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.319056569383595,0.06905656938359542,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
84,3,1.705978,DISCRETE_MULTILEVEL,16,256,7,8,95.90852869760462,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.3461377695674734,0.0961377695674733,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
